﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:3dERAIhPzUzWadcBRXpnLN","Holding Out For a Hero","Van Canto","Dawn of the Brave (Deluxe Edition)","1","9","230950","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:1N0UflnZhn7xOkrN2l8zxx","Time","Hootie & The Blowfish","Cracked Rear View","1","8","296840","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:4WnYuVFXe6Si4fZqkxbnvS","Hold My Hand","Hootie & The Blowfish","Cracked Rear View","1","2","258333","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:3husjxyCMBvNeiTEcrpPSe","Unfaithful","Rihanna","A Girl Like Me","1","3","224629","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:6xzm6prZTb99kIrbblwQAU","Island Song","Zac Brown Band","Uncaged","1","5","223306","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:4EZz8Byhbjk0tOKFJlCgPB","Never Gonna Give You Up - 7" Mix","Rick Astley","80s 100 Hits","1","3","209893","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:6OEolOOk9Gh9bqkdpfIOl0","Ridin' Solo","Jason Derulo","Jason Derulo (International)","1","2","215746","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:6HJnv24HwWOuY3M8HaO5K6","Wonderwall - Arkane Mix","Plug Ins","Wonderwall","1","4","196440","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:4uv5M3Tdc3Db9yusDgS0Gp","Tales of the Rift","League of Legends","The Music of League of Legends, Vol. 1","1","7","214893","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:3JQ83Y7zujZyfJb24tRPy4","Here Comes Vi","The Yordles","Here Comes Vi","1","1","176125","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:5EJcVJZBl6HTfSf6z4dC78","One (Your Name)","Swedish House Mafia, Pharrell Williams","Until Now","1","9","351440","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:41KPpw0EZCytxNkmEMJVgr","One - Radio Edit","Swedish House Mafia","One (Your Name)","1","2","169920","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:4xBx2GkcjASQl3DNNVdeuC","We Could Be the Same","maNga","e-akustik","1","7","228310","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:0c8qAyDVLVMsaQdqmJyZwR","Charge (Cave Story) [Piano Version]","Game Soundtrack Cat","Cave Story (Piano Selections)","1","29","24856","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:55c0BGEezc46c3h1YOY4uZ","Gestation (Cave Story) [Piano Version]","Game Soundtrack Cat","Cave Story (Piano Selections)","1","3","138332","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:6zlYQdewbW21DOdQbd07n3","Last Battle (Cave Story) [Piano Version]","Game Soundtrack Cat","Cave Story (Piano Selections)","1","31","115263","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:20BJLckTGhiPYaLQox2D2e","Everything Stays (From "Adventure Time")","The Marcus Hedges Trend Orchestra","Adventure Time: Themes from Marceline","1","1","111942","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:2ZXWOCdQ2IJ63RBOjuQVR3","Happy","C2C, Derek Martin","Tetra","1","7","234640","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:0k6z3s40iHHHFDppALC44Z","Skyfall","Madilyn Bailey","The Covers, Vol. 4","1","6","251969","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:77WO0JSWRfhu0ek3Zp2amk","Skyfall","Our Last Night","Age Of Ignorance (Deluxe Edition)","1","13","249411","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:3mr584ZFSkZrWja9kJAzlb","Skyfall","Adele","Skyfall","1","1","286481","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:2zzdnRWE3z6QP3FoVlnWHO","Main Title Theme - Westworld","Ramin Djawadi","Westworld: Season 1 (Music from the HBO® Series)","1","1","101461","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:5Fzsgjt24v7nDJdhIOIBS2","This World","Selah Sue","Selah Sue","1","1","285813","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:5HHNpMQ53hdOGUsaiYluxj","I Live for the Night","Lucky Sunrize","We Could Do This All Night","1","17","207400","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
